rgb__mean_c0,rgb__mean_c1,rgb__mean_c2,rgb__stdev_c0,rgb__stdev_c1,rgb__stdev_c2,rgb__median_c0,rgb__median_c1,rgb__median_c2,rgb__cov_0,rgb__cov_1,rgb__cov_2,rgb__cov_3,rgb__cov_4,rgb__cov_5,lab__mean_c0,lab__mean_c1,lab__mean_c2,lab__stdev_c0,lab__stdev_c1,lab__stdev_c2,lab__median_c0,lab__median_c1,lab__median_c2,lab__cov_0,lab__cov_1,lab__cov_2,lab__cov_3,lab__cov_4,lab__cov_5,lab__distance_green_mean,lab__distance_green_sdtev,lab__distance_red_mean,lab__distance_red_stdev,lab__distance_gray_mean,lab__distance_gray_stdev,hsv__mean_c0,hsv__mean_c1,hsv__mean_c2,hsv__stdev_c0,hsv__stdev_c1,hsv__stdev_c2,hsv__median_c0,hsv__median_c1,hsv__median_c2,hsv__cov_0,hsv__cov_1,hsv__cov_2,hsv__cov_3,hsv__cov_4,hsv__cov_5,gray__mean,gray__stdev,gray__median,tag
-0.2708144049904188,-0.2273090791260765,-0.3433731126224389,0.1780841005497773,0.2858513426829006,0.1358008343310626,-0.3873517786561264,-0.3795918367346937,-0.4683544303797469,0.0219832085087148,0.0796274688823909,0.0219832085087148,-0.2586308604479346,0.0796274688823909,-0.2586308604479346,-0.19504303177826,-0.3552404777009613,-0.2885471524969014,0.4317772887296038,-0.6707986387354631,-0.5703411792718849,-0.3282701127122985,-0.3498335869819462,-0.2476234022103687,0.0462448068574574,-0.3689281507978436,0.0462448068574574,-0.3121943548431009,-0.3689281507978436,-0.3121943548431009,-0.356759835674974,0.4146719548127535,-0.356759835674974,0.4146719548127535,-0.356759835674974,0.4146719548127535,-0.6646378271463416,-0.4565324756152136,-0.263024109227906,-0.2320519206555568,-0.1847510493990681,0.1858398259874933,-0.732471264367816,-0.52,-0.375494071146245,-0.236000455214913,0.1670925898895155,-0.236000455214913,-0.2667392337477045,0.1670925898895155,-0.2667392337477045,-0.2294555942709116,0.339441513458077,-0.3776337687003329,OTHER
-0.7010267220796447,-0.6028321854295505,-0.7111903845331281,-0.4181868128442393,-0.3073008381545646,-0.4366337534773494,-0.7312252964426877,-0.6897959183673469,-0.7805907172995781,-0.7161160887161095,-0.6052128332063448,-0.7161160887161095,-0.7911140884924122,-0.6052128332063448,-0.7911140884924122,-0.6108297075548219,-0.4421870230800178,-0.3086692460259937,-0.1928244030662962,-0.682511326567157,-0.6748406367284671,-0.7040245092580619,-0.4211650550356224,-0.2491836292635977,0.0470628511192499,-0.4067799469747756,0.0470628511192499,-0.3079464054016273,-0.4067799469747756,-0.3079464054016273,-0.7008694080528608,-0.2996925670594688,-0.7008694080528608,-0.2996925670594688,-0.7008694080528608,-0.2996925670594688,-0.5890494305937601,-0.3150078373351044,-0.6584805409319854,-0.7089823939181951,-0.1942554883653174,-0.3581464056550882,-0.563959955506118,-0.375,-0.7075098814229248,-0.187567747848699,0.1915706924346519,-0.187567747848699,-0.079397416825149,0.1915706924346519,-0.079397416825149,-0.6257286713407556,-0.2976941198888927,-0.7101477038260919,OTHER
-0.5187295106613639,-0.5459609643770641,-0.636087086701741,-0.0876339840434603,-0.1411367357111652,-0.1964392027426634,-0.6047430830039525,-0.6571428571428571,-0.7468354430379747,-0.4692838566873245,-0.3318154862317229,-0.4692838566873245,-0.6317375175076372,-0.3318154862317229,-0.6317375175076372,-0.5144837256471184,-0.2838500389624197,-0.2880820043031435,0.0261043653249748,-0.6317665515964228,-0.7913864703491563,-0.6379785492194967,-0.2752210420238544,-0.2154762261530692,0.1712500101019914,-0.430841775289233,0.1712500101019914,-0.2404764321834551,-0.430841775289233,-0.2404764321834551,-0.6122560761188989,-0.099516848559653,-0.6122560761188989,-0.099516848559653,-0.6122560761188989,-0.099516848559653,-0.7938028924424547,-0.1146397996071175,-0.5109252312874808,-0.6533040096703142,-0.1296256133250564,-0.0918354248316162,-0.8310344827586207,-0.1538461538461538,-0.5968379446640315,-0.2177619860548579,0.1080440728098907,-0.2177619860548579,-0.2382772860939746,0.1080440728098907,-0.2382772860939746,-0.5376273984322018,-0.0742066986482892,-0.6553616600196901,OTHER
0.1692571746207691,0.2969554696064034,-0.2502878651781515,-0.3400345171984271,-0.5137587350041167,-0.4287523046101761,0.2173913043478261,0.2816326530612245,-0.2067510548523207,-0.8696973433087394,-0.5884369217361691,-0.8696973433087394,-0.8739066983749328,-0.5884369217361691,-0.8739066983749328,0.3308415733680601,-0.559075391219428,0.1497114226832299,-0.490758449806881,0.0158367463352628,-0.6492528280047809,0.3370366902101025,-0.5256092611817049,0.1718778468628452,0.1392575553896357,-0.4927152854051356,0.1392575553896357,-0.4278270714476221,-0.4927152854051356,-0.4278270714476221,0.1369357266204556,-0.4916421962910383,0.1369357266204556,-0.4916421962910383,0.1369357266204556,-0.4916421962910383,-0.6729995148893708,-0.04329545343591,0.286679305771407,-0.7485781204972802,-0.4686813589012781,-0.5117773907004628,-0.6675816335863898,-0.1042381497013597,0.3280632411067192,-0.1650118767521116,0.1259149365034674,-0.1650118767521116,-0.1079535331928783,0.1259149365034674,-0.1079535331928783,0.2563898693705602,-0.4899773295287535,0.2692476134843409,OTHER
-0.5504689894824782,-0.3150668404034555,-0.7158338680011977,-0.3736493237010259,-0.1450814848900482,-0.4664552401906927,-0.5098814229249011,-0.2979591836734693,-0.7468354430379747,-0.6493989688218393,-0.6149797238240963,-0.6493989688218393,-0.790311523628342,-0.6149797238240963,-0.790311523628342,-0.326011190506665,-0.6700022056884121,-0.0200564866207662,-0.0631568947963561,-0.2982118442556312,-0.3021999333672118,-0.2920380694354609,-0.6762454038495009,0.09047119860089,-0.0962953573698105,-0.2683648261504467,-0.0962953573698105,-0.505366805635614,-0.2683648261504467,-0.505366805635614,-0.4087116964374707,-0.1780797279419552,-0.4087116964374707,-0.1780797279419552,-0.4087116964374707,-0.1780797279419552,-0.5341866957640143,0.268032057269874,-0.3882163402468724,-0.643089378656734,-0.009329505420456,-0.2116171869189174,-0.5205229157573112,0.2409428197293759,-0.3280632411067192,-0.1562452599952122,0.1596015627763789,-0.1562452599952122,-0.1495952350665402,0.1596015627763789,-0.1495952350665402,-0.3838528368762685,-0.1788170874931967,-0.3610218931186304,OTHER
-0.544494269892842,-0.5641343840272464,-0.7894144317549938,-0.305564079380233,-0.1739118863098815,-0.4766419395376707,-0.541501976284585,-0.6081632653061224,-0.8481012658227849,-0.625348269198615,-0.5969717829256568,-0.625348269198615,-0.788705038784062,-0.5969717829256568,-0.788705038784062,-0.5319808486216688,-0.3323671709647741,-0.1384702378931652,-0.0741470341764906,-0.3483714369076194,-0.3615536886558036,-0.5714440803314479,-0.2947381411243925,-0.06122569219902,-0.0257855168738278,-0.2811595553106115,-0.0257855168738278,-0.4031408155645765,-0.2811595553106115,-0.4031408155645765,-0.5736930712961621,-0.2481589078695866,-0.5736930712961621,-0.2481589078695866,-0.5736930712961621,-0.2481589078695866,-0.7345152826181838,0.427275518034532,-0.5237780616603891,-0.3821031857470057,-0.0395058680708593,-0.269098817537869,-0.7724137931034483,0.4045086119554204,-0.5098814229249011,-0.2053142940378414,0.1451433511995284,-0.2053142940378414,-0.2552573505226168,0.1451433511995284,-0.2552573505226168,-0.5678736197767522,-0.1835154193235455,-0.6076332372782707,OTHER
-0.3518014364682192,-0.1122153508862645,-0.625948073057017,-0.3767040235927752,-0.1887446074235895,-0.4393089969992021,-0.3399209486166007,-0.1755102040816325,-0.6540084388185654,-0.6646425003323603,-0.6087084621560722,-0.6646425003323603,-0.8067953164193469,-0.6087084621560722,-0.8067953164193469,-0.1156530995291005,-0.6972827569813673,0.0958879460560537,-0.1336749418196899,-0.3897927120785813,-0.3499895314207473,-0.1570530261152548,-0.6694509777006449,0.134307971797944,-0.0282924132493908,-0.3257780544059643,-0.0282924132493908,-0.4670451565154644,-0.3257780544059643,-0.4670451565154644,-0.2358201437006499,-0.2332916914197991,-0.2358201437006499,-0.2332916914197991,-0.2358201437006499,-0.2332916914197991,-0.573499102302897,0.2164813529487681,-0.1989812773090145,-0.8083858073826324,-0.226276949242402,-0.2476020620858965,-0.5629425287356321,0.2090467671863021,-0.217391304347826,-0.1840309783785651,0.1553780729603193,-0.1840309783785651,-0.1257751008563841,0.1553780729603193,-0.1257751008563841,-0.185451810187024,-0.2117379065967489,-0.2287893806328377,OTHER
-0.3560305497359649,0.04266548084414,-0.4955096454082724,-0.2121380564157119,0.0215233893300639,-0.2028260166366541,-0.3122529644268774,0.0612244897959184,-0.510548523206751,-0.4813678710644324,-0.4170284314747647,-0.4813678710644324,-0.6033579131766261,-0.4170284314747647,-0.6033579131766261,0.0089200510371578,-0.8535282263952351,0.0791856757581872,0.0881530033287743,-0.3217108543430947,-0.4574321891402844,0.0489895292622799,-0.8954657643858739,0.1555123359980339,-0.0791924972773468,-0.3414966246746032,-0.0791924972773468,-0.4194422954501978,-0.3414966246746032,-0.4194422954501978,-0.1043548099937431,-0.0451864615011716,-0.1043548099937431,-0.0451864615011716,-0.1043548099937431,-0.0451864615011716,-0.4725319170349721,0.1624070948718921,-0.0518588434405529,-0.805884642914542,-0.104161511728243,-0.0585801812829982,-0.4593103448275861,0.058086036346906,0.0118577075098813,-0.206189865086753,0.1793494292434093,-0.206189865086753,-0.3331432280904619,0.1793494292434093,-0.3331432280904619,-0.0649239092575699,0.0065923515891945,-0.0369741625954067,OTHER
-0.212448741099277,0.2038304825332475,-0.3823003550194619,-0.2245659077912662,-0.2266069006416569,-0.2566727364521752,-0.2015810276679841,0.1755102040816327,-0.3881856540084388,-0.603484806262566,-0.4437701973541099,-0.603484806262566,-0.7012202781925225,-0.4437701973541099,-0.7012202781925225,0.1725947499180447,-0.8812517679712236,0.1255084455440483,-0.1697980480078517,-0.5615886969145898,-0.7143087164997324,0.1621900526481037,-0.8874512409078603,0.1810232679563739,0.135026660348078,-0.4691660378887307,0.135026660348078,-0.2967591669492076,-0.4691660378887307,-0.2967591669492076,0.0288698648844409,-0.2261704905000729,0.0288698648844409,-0.2261704905000729,0.0288698648844409,-0.2261704905000729,-0.4781765121225619,0.0455319664962399,0.0975256104606161,-0.8772322674245513,-0.2945362908404998,-0.2776094258541884,-0.4716852841185042,-0.0074074074074074,0.1225296442687746,-0.1839679865783152,0.1417376368420156,-0.1839679865783152,-0.2260905460018743,0.1417376368420156,-0.2260905460018743,0.0925259109817702,-0.1826508594287613,0.0816131957349282,OTHER
-0.4426867384304822,-0.4075058429336698,-0.5889918302750332,-0.2613702998678406,-0.2059081915500944,-0.3218545332801313,-0.375494071146245,-0.3877551020408163,-0.5864978902953587,-0.5901930019489716,-0.4869857337155022,-0.5901930019489716,-0.7126833932580583,-0.4869857337155022,-0.7126833932580583,-0.3748480284972628,-0.3850096032799795,-0.2060719613476704,-0.062674503062398,-0.8268944049293125,-0.6787513790317421,-0.3390296404377209,-0.3883318560350557,-0.1163701328604805,0.0832530946731697,-0.400015817692069,0.0832530946731697,-0.2750171011192053,-0.400015817692069,-0.2750171011192053,-0.5198978754030824,-0.2661250534661706,-0.5198978754030824,-0.2661250534661706,-0.5198978754030824,-0.2661250534661706,-0.7230061420678506,-0.0651536387759426,-0.4417887859136373,-0.6819461106866478,0.0743995491120641,-0.2596980294726916,-0.7086801426872771,-0.2363985807214667,-0.375494071146245,-0.2132897634530501,0.1408595172946497,-0.2132897634530501,-0.351690827022521,0.1408595172946497,-0.351690827022521,-0.4168121428902268,-0.1724245866791308,-0.3897249859320189,OTHER
